triplet_id	entity	entity_type	relationship	target	target_type	start_date	end_date	ticker	year	source_file	chunk_id
cat_2024_page_25_chunk_1_triplet_31	cat	ORG	operates_in	ohio	GPE	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_1
cnp_2023_page_53_chunk_2_triplet_1	cnp	ORG	operates_in	houston	GPE	January 2023	default_end_timestamp	CNP	2023	CNP_10k_2023.pdf	chunk_2
amzn_2019_page_1_chunk_1_triplet_2	amzn	ORG	operates_in	united state	GPE	January 2019	December 2019	AMZN	2019	AMZN_10k_2019.pdf	chunk_1
pom_2015_page_112_chunk_3_triplet_15	pom	ORG	operates_in	maryland	GPE	February 2014	December 2015	POM	2015	POM_10k_2015.pdf	chunk_3
well_2021_page_133_chunk_1_triplet_12	well	ORG	operates_in	silvis , il	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_1
rcl_2016_page_5_chunk_1_triplet_12	rcl	COMP	operates_in	spanish market	GPE	January 2016	December 2016	RCL	2016	RCL_10k_2016.pdf	chunk_1
well_2021_page_121_chunk_2_triplet_23	well	ORG	operates_in	cedar fall , ia	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
cnp_2019_page_16_chunk_2_triplet_1	cnp	ORG	operates_in	posey county	GPE	January 1979	December 2019	CNP	2019	CNP_10k_2019.pdf	chunk_2
gme_2014_page_12_chunk_2_triplet_3	gme	ORG	operates_in	arizona	GPE	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_2
well_2020_page_118_chunk_2_triplet_26	well	ORG	operates_in	cohasset , ma	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
amzn_2016_page_25_chunk_1_triplet_2	amzn	ORG	operates_in	international	GPE	January 2016	default_end_timestamp	AMZN	2016	AMZN_10k_2016.pdf	chunk_1
well_2020_page_129_chunk_3_triplet_31	well	ORG	operates_in	three river , mi	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_3
well_2024_page_145_chunk_1_triplet_31	well	ORG	operates_in	white oak , md	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2022_page_130_chunk_3_triplet_32	well	ORG	operates_in	fayetteville	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2024_page_147_chunk_1_triplet_17	well	ORG	operates_in	clarksville , tn	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2020_page_118_chunk_2_triplet_15	well	ORG	operates_in	chertsey , united kingdom	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2020_page_41_chunk_1_triplet_29	well	ORG	operates_in	new jersey	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
well_2020_page_119_chunk_2_triplet_18	well	ORG	operates_in	hindhead , uk	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_2
cnp_2022_page_14_chunk_3_triplet_1	cnp	ORG	operates_in	houston	GPE	January 2022	default_end_timestamp	CNP	2022	CNP_10k_2022.pdf	chunk_3
well_2024_page_135_chunk_4_triplet_26	well	ORG	operates_in	beavercreek , oh	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_4
well_2024_page_150_chunk_1_triplet_55	well	ORG	operates_in	tampa	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2020_page_127_chunk_1_triplet_27	well	ORG	operates_in	leavenworth , ks	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
rcl_2023_page_6_chunk_3_triplet_19	rcl	ORG	operates_in	china	GPE	January 2023	December 2023	RCL	2023	RCL_10k_2023.pdf	chunk_3
tgna_2015_page_10_chunk_2_triplet_54	tgna	ORG	operates_in	san angelo	GPE	January 2015	December 2015	TGNA	2015	TGNA_10k_2015.pdf	chunk_2
rcl_2017_page_22_chunk_1_triplet_15	rcl	ORG	operates_in	u	GPE	January 2017	December 2017	RCL	2017	RCL_10k_2017.pdf	chunk_1
tgna_2016_page_8_chunk_1_triplet_5	tgna	ORG	operates_in	canada	GPE	January 2016	December 2016	TGNA	2016	TGNA_10k_2016.pdf	chunk_1
well_2022_page_133_chunk_3_triplet_9	well	ORG	operates_in	pottstown , pa	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2021_page_122_chunk_4_triplet_13	well	ORG	operates_in	glendale , az	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
well_2020_page_121_chunk_2_triplet_28	well	ORG	operates_in	redding , ca	GPE	default_start_timestamp	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2021_page_128_chunk_2_triplet_20	well	ORG	operates_in	bad axe , mi	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2024_page_52_chunk_1_triplet_21	well	ORG	operates_in	europe	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
amzn_2019_page_27_chunk_1_triplet_12	amzn	ORG	operates_in	online store	LOGISTICS	January 2019	December 2019	AMZN	2019	AMZN_10k_2019.pdf	chunk_1
well_2020_page_102_chunk_7_triplet_3	well	ORG	operates_in	canada	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_7
dxc_2019_page_124_chunk_2_triplet_11	dxc	ORG	operates_in	other international	GPE	January 2019	default_end_timestamp	DXC	2019	DXC_10k_2019.pdf	chunk_2
well_2019_page_113_chunk_1_triplet_16	well	ORG	operates_in	marieville , quebec	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_1
vz_2017_page_9_chunk_1_triplet_1	vz	ORG	operates_in	consumer segment	SEGMENT	January 2017	December 2017	VZ	2017	VZ_10k_2017.pdf	chunk_1
well_2019_page_110_chunk_3_triplet_22	well	ORG	operates_in	colt neck , nj	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2024_page_149_chunk_1_triplet_52	well	ORG	operates_in	newport , ks	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2022_page_133_chunk_3_triplet_23	well	ORG	operates_in	rockville centre , ny	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2024_page_148_chunk_1_triplet_37	well	ORG	operates_in	lafayette , in	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
amzn_2017_page_69_chunk_2_triplet_7	amzn	ORG	operates_in	united state	GPE	January 2014	December 2014	AMZN	2017	AMZN_10k_2017.pdf	chunk_2
cnp_2023_page_175_chunk_1_triplet_16	cnp	ORG	operates_in	city of houston	GPE	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_1
well_2019_page_120_chunk_2_triplet_9	well	ORG	operates_in	chambersburg , pa	GPE	default_start_timestamp	default_end_timestamp	WELL	2019	WELL_10k_2019.pdf	chunk_2
well_2022_page_133_chunk_3_triplet_31	well	ORG	operates_in	salisbury , nc	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2021_page_42_chunk_2_triplet_41	well	ORG	operates_in	nevada	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
cnp_2021_page_179_chunk_2_triplet_27	cnp	ORG	operates_in	texas gulf coast area	GPE	December 2021	December 2023	CNP	2021	CNP_10k_2021.pdf	chunk_2
rcl_2018_page_16_chunk_1_triplet_3	rcl	ORG	operates_in	southern summer	SEASONAL_TREND	January 2018	March 2018	RCL	2018	RCL_10k_2018.pdf	chunk_1
well_2020_page_41_chunk_1_triplet_27	well	ORG	operates_in	nebraska	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
well_2020_page_134_chunk_2_triplet_4	well	ORG	operates_in	wellington , fl	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
rcl_2020_page_8_chunk_1_triplet_14	rcl	ORG	operates_in	south asia	GPE	January 2020	December 2020	RCL	2020	RCL_10k_2020.pdf	chunk_1
well_2021_page_124_chunk_2_triplet_25	well	ORG	operates_in	menomonee fall , wi	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
cnp_2014_page_84_chunk_1_triplet_8	cnp	ORG	operates_in	energy service	SEGMENT	January 2014	December 2014	CNP	2014	CNP_10k_2014.pdf	chunk_1
amzn_2014_page_50_chunk_1_triplet_10	amzn	ORG	operates_in	canada	GPE	January 2014	December 2014	AMZN	2014	AMZN_10k_2014.pdf	chunk_1
well_2019_page_120_chunk_2_triplet_21	well	ORG	operates_in	claremore , ok	GPE	default_start_timestamp	default_end_timestamp	WELL	2019	WELL_10k_2019.pdf	chunk_2
cnp_2015_page_35_chunk_1_triplet_11	enable	COMP	operates_in	missouri	GPE	January 2015	December 2015	CNP	2015	CNP_10k_2015.pdf	chunk_1
well_2020_page_119_chunk_4_triplet_12	well	ORG	operates_in	la vega , nv	GPE	January 2020	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_4
well_2023_page_132_chunk_1_triplet_66	well	ORG	operates_in	rohnert park	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2024_page_149_chunk_1_triplet_69	well	ORG	operates_in	newport , tn	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2020_page_133_chunk_2_triplet_22	well	ORG	operates_in	plantation , fl	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
well_2023_page_132_chunk_1_triplet_71	well	ORG	operates_in	round rock	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
cnp_2024_page_16_chunk_1_triplet_4	indiana electric	SEGMENT	operates_in	indiana	GPE	January 2024	December 2024	CNP	2024	CNP_10k_2024.pdf	chunk_1
well_2021_page_123_chunk_2_triplet_1	well	ORG	operates_in	hermitage , pa	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2023_page_138_chunk_1_triplet_58	well	ORG	operates_in	south bend	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
gme_2014_page_12_chunk_2_triplet_13	gme	ORG	operates_in	hawaii	GPE	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_2
rcl_2021_page_6_chunk_1_triplet_19	rcl	ORG	operates_in	australian market	GPE	January 2021	December 2021	RCL	2021	RCL_10k_2021.pdf	chunk_1
rcl_2014_page_4_chunk_1_triplet_21	rcl	ORG	operates_in	asia	GPE	January 2014	December 2014	RCL	2014	RCL_10k_2014.pdf	chunk_1
cat_2024_page_8_chunk_1_triplet_21	caterpillar insurance service corporation	ORG	operates_in	guam	GPE	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_1
well_2022_page_134_chunk_3_triplet_18	well	ORG	operates_in	tustin , ca	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
rcl_2022_page_15_chunk_2_triplet_22	rcl	ORG	operates_in	mein schiff 1	PRODUCT	January 2022	December 2022	RCL	2022	RCL_10k_2022.pdf	chunk_2
vz_2020_page_5_chunk_1_triplet_1	vz	ORG	operates_in	united state	GPE	January 2020	December 2020	VZ	2020	VZ_10k_2020.pdf	chunk_1
pom_2015_page_19_chunk_3_triplet_8	dpl	ORG	operates_in	delaware	GPE	January 2015	December 2015	POM	2015	POM_10k_2015.pdf	chunk_3
well_2022_page_134_chunk_3_triplet_22	well	ORG	operates_in	valparaiso , in	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
cnp_2022_page_17_chunk_1_triplet_14	centerpoint energy	COMP	operates_in	texas	GPE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_1
well_2023_page_142_chunk_1_triplet_1	well	ORG	operates_in	raleigh , nc	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2022_page_134_chunk_3_triplet_25	well	ORG	operates_in	vero beach , fl	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
cnp_2014_page_8_chunk_2_triplet_1	cnp	ORG	operates_in	arkansas	GPE	January 2014	December 2014	CNP	2014	CNP_10k_2014.pdf	chunk_2
rcl_2022_page_18_chunk_3_triplet_10	rcl	ORG	operates_in	u.k .	GPE	January 2022	December 2022	RCL	2022	RCL_10k_2022.pdf	chunk_3
cnp_2018_page_19_chunk_1_triplet_23	enable	COMP	operates_in	arkla-tex basin	GPE	January 2018	December 2018	CNP	2018	CNP_10k_2018.pdf	chunk_1
well_2022_page_131_chunk_3_triplet_19	well	ORG	operates_in	indianapolis	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_3
well_2023_page_129_chunk_1_triplet_65	well	ORG	operates_in	denver , co	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
dxc_2020_page_22_chunk_1_triplet_2	dxc	ORG	operates_in	europe	GPE	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_1
well_2024_page_153_chunk_1_triplet_66	well	ORG	operates_in	mar , pa	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
amzn_2015_page_2_chunk_1_triplet_7	amzn	ORG	operates_in	europe	GPE	January 2015	December 2015	AMZN	2015	AMZN_10k_2015.pdf	chunk_1
rcl_2020_page_15_chunk_2_triplet_18	rcl	ORG	operates_in	silver cloud	PRODUCT	January 1994	December 2020	RCL	2020	RCL_10k_2020.pdf	chunk_2
well_2022_page_134_chunk_1_triplet_7	well	ORG	operates_in	seminole , fl	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2019_page_117_chunk_3_triplet_26	well	ORG	operates_in	weymouth	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2021_page_124_chunk_4_triplet_13	well	ORG	operates_in	morton grove , il	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
well_2022_page_134_chunk_1_triplet_10	well	ORG	operates_in	shawnee , ok	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2024_page_145_chunk_1_triplet_7	well	ORG	operates_in	webster grove , mo	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
cnp_2019_page_14_chunk_3_triplet_3	houston electric	SEGMENT	operates_in	houston	GPE	December 2019	December 2019	CNP	2019	CNP_10k_2019.pdf	chunk_3
cnp_2016_page_13_chunk_1_triplet_18	enable	COMP	operates_in	illinois	GPE	January 2016	December 2016	CNP	2016	CNP_10k_2016.pdf	chunk_1
well_2021_page_137_chunk_2_triplet_30	well	ORG	operates_in	pasadena , tx	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_2
well_2020_page_126_chunk_1_triplet_37	well	ORG	operates_in	greenville , sc	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
well_2022_page_137_chunk_2_triplet_10	well	ORG	operates_in	flower mound , tx	GPE	January 2022	default_end_timestamp	WELL	2022	WELL_10k_2022.pdf	chunk_2
well_2022_page_134_chunk_1_triplet_17	well	ORG	operates_in	south point , oh	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2020_page_41_chunk_1_triplet_3	well	ORG	operates_in	arizona	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_1
rcl_2018_page_5_chunk_1_triplet_8	royal caribbean international	SEGMENT	operates_in	alaska	GPE	January 2018	December 2018	RCL	2018	RCL_10k_2018.pdf	chunk_1
well_2021_page_130_chunk_3_triplet_26	well	ORG	operates_in	kensington , md	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_3
rcl_2024_page_84_chunk_3_triplet_5	rcl	ORG	operates_in	brazil	GPE	January 2024	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_3
well_2019_page_115_chunk_2_triplet_12	well	ORG	operates_in	rocky hill , ct	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_2
well_2021_page_105_chunk_3_triplet_3	well	ORG	operates_in	canada	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_3
rcl_2014_page_5_chunk_1_triplet_19	cdf cruise	SEGMENT	operates_in	mediterranean	GPE	January 2014	December 2014	RCL	2014	RCL_10k_2014.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_25	well	ORG	operates_in	statesville , nc	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_26	well	ORG	operates_in	staunton , va	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_27	well	ORG	operates_in	sterling height , mi	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
cat_2023_page_14_chunk_1_triplet_11	cat	ORG	operates_in	u.s .	GPE	January 2023	December 2023	CAT	2023	CAT_10k_2023.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_29	well	ORG	operates_in	stratford-upon-avon , united kingdom	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2023_page_138_chunk_1_triplet_76	well	ORG	operates_in	tallahassee	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2024_page_150_chunk_1_triplet_52	well	ORG	operates_in	sunnyvale	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2023_page_137_chunk_1_triplet_32	well	ORG	operates_in	lee , ma	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_33	well	ORG	operates_in	superior , wi	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2022_page_134_chunk_1_triplet_34	well	ORG	operates_in	tacoma , wa	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
rcl_2024_page_12_chunk_1_triplet_29	rcl	ORG	operates_in	silver moon	PRODUCT	January 2020	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_1
gme_2014_page_11_chunk_1_triplet_2	gme	ORG	operates_in	canada	GPE	default_start_timestamp	default_end_timestamp	GME	2014	GME_10k_2014.pdf	chunk_1
cnp_2023_page_12_chunk_1_triplet_8	cnp	ORG	operates_in	indiana	GPE	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_1
well_2023_page_139_chunk_1_triplet_30	well	ORG	operates_in	west palm beach , fl	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2021_page_133_chunk_3_triplet_17	well	ORG	operates_in	tulsa , ok	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_3
well_2024_page_151_chunk_1_triplet_21	well	ORG	operates_in	west palm beach , fl	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
rcl_2019_page_46_chunk_1_triplet_7	rcl	ORG	operates_in	southern hemisphere summer	MACRO_CONDITION	January 2019	December 2019	RCL	2019	RCL_10k_2019.pdf	chunk_1
well_2024_page_142_chunk_1_triplet_83	well	ORG	operates_in	salem , or	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2023_page_130_chunk_1_triplet_75	well	ORG	operates_in	john creek , ga	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
amzn_2016_page_65_chunk_3_triplet_19	amzn	ORG	operates_in	luxembourg	GPE	January 2016	January 2016	AMZN	2016	AMZN_10k_2016.pdf	chunk_3
well_2021_page_124_chunk_2_triplet_23	well	ORG	operates_in	memphis , tn	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_2
rcl_2016_page_14_chunk_2_triplet_7	rcl	ORG	operates_in	caribbean	GPE	January 2016	December 2016	RCL	2016	RCL_10k_2016.pdf	chunk_2
well_2022_page_135_chunk_1_triplet_12	well	ORG	operates_in	west milford , nj	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2019_page_120_chunk_1_triplet_19	well	ORG	operates_in	burnaby , bc	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_1
rcl_2017_page_15_chunk_3_triplet_4	rcl	ORG	operates_in	summer season	SEASON	December 2017	February 2018	RCL	2017	RCL_10k_2017.pdf	chunk_3
amzn_2018_page_7_chunk_1_triplet_2	amzn	ORG	operates_in	geographic reach	GPE	January 2018	December 2018	AMZN	2018	AMZN_10k_2018.pdf	chunk_1
well_2024_page_147_chunk_1_triplet_57	well	ORG	operates_in	edmond , ok	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_1
well_2023_page_129_chunk_1_triplet_24	well	ORG	operates_in	charlotte , nc	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
rcl_2016_page_11_chunk_1_triplet_7	rcl	ORG	operates_in	australian market	SECTOR	January 2016	December 2016	RCL	2016	RCL_10k_2016.pdf	chunk_1
rcl_2017_page_56_chunk_1_triplet_21	rcl	ORG	operates_in	asian market	GPE	January 2017	December 2017	RCL	2017	RCL_10k_2017.pdf	chunk_1
well_2022_page_135_chunk_1_triplet_20	well	ORG	operates_in	whippany , nj	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
vz_2021_page_101_chunk_5_triplet_6	vz	ORG	operates_in	united state	GPE	March 2021	December 2021	VZ	2021	VZ_10k_2021.pdf	chunk_5
well_2020_page_122_chunk_4_triplet_4	well	ORG	operates_in	tucson , az	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_4
cat_2015_page_39_chunk_2_triplet_12	cat	ORG	operates_in	asia/pacific	GPE	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_2
well_2019_page_114_chunk_3_triplet_10	well	ORG	operates_in	paso roble , ca	GPE	January 2019	December 2019	WELL	2019	WELL_10k_2019.pdf	chunk_3
well_2022_page_135_chunk_1_triplet_25	well	ORG	operates_in	wilmington , nc	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
cnp_2019_page_150_chunk_1_triplet_5	cnp	ORG	operates_in	corporate and other	SEGMENT	January 2019	December 2019	CNP	2019	CNP_10k_2019.pdf	chunk_1
well_2021_page_136_chunk_4_triplet_19	well	ORG	operates_in	little rock	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_4
well_2022_page_135_chunk_1_triplet_28	well	ORG	operates_in	winston-salem , nc	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
rcl_2021_page_16_chunk_2_triplet_2	rcl	ORG	operates_in	international	GPE	January 2021	December 2021	RCL	2021	RCL_10k_2021.pdf	chunk_2
rcl_2018_page_4_chunk_1_triplet_8	rcl	ORG	operates_in	miami , florida	GPE	January 2018	December 2018	RCL	2018	RCL_10k_2018.pdf	chunk_1
cnp_2017_page_30_chunk_1_triplet_12	enable	SEGMENT	operates_in	mckenzie county	GPE	November 2013	December 2017	CNP	2017	CNP_10k_2017.pdf	chunk_1
well_2022_page_135_chunk_1_triplet_34	well	ORG	operates_in	woodstock , va	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
rcl_2015_page_14_chunk_2_triplet_1	rcl	ORG	operates_in	galapagos island	GPE	January 2015	December 2015	RCL	2015	RCL_10k_2015.pdf	chunk_2
gme_2015_page_8_chunk_2_triplet_13	gme	ORG	operates_in	hawaii	GPE	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_2
dxc_2020_page_33_chunk_2_triplet_4	dxc	ORG	operates_in	france	GPE	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_2
rcl_2024_page_84_chunk_4_triplet_2	rcl	ORG	operates_in	all other country	GPE	January 2024	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_4
well_2023_page_131_chunk_1_triplet_60	well	ORG	operates_in	new palestine , in	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2020_page_131_chunk_4_triplet_25	well	ORG	operates_in	fenton , mo	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_4
well_2021_page_128_chunk_4_triplet_9	well	ORG	operates_in	boulder , co	GPE	January 2021	December 2021	WELL	2021	WELL_10k_2021.pdf	chunk_4
cnp_2022_page_6_chunk_2_triplet_11	cnp	ORG	operates_in	indiana	GPE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_2
well_2020_page_117_chunk_2_triplet_10	well	ORG	operates_in	anderson , sc	GPE	January 2020	December 2020	WELL	2020	WELL_10k_2020.pdf	chunk_2
rcl_2015_page_4_chunk_1_triplet_15	rcl	ORG	operates_in	panama canal	GPE	January 2015	December 2015	RCL	2015	RCL_10k_2015.pdf	chunk_1
well_2023_page_131_chunk_1_triplet_58	well	ORG	operates_in	nashville , tn	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
well_2024_page_152_chunk_4_triplet_2	well	ORG	operates_in	boca raton , fl	GPE	January 2024	December 2024	WELL	2024	WELL_10k_2024.pdf	chunk_4
vz_2020_page_6_chunk_1_triplet_8	vz	ORG	operates_in	local government	ORG_GOV	January 2020	December 2020	VZ	2020	VZ_10k_2020.pdf	chunk_1
cnp_2024_page_160_chunk_7_triplet_1	cnp	ORG	operates_in	louisiana and mississippi ldc business	SEGMENT	January 2024	December 2024	CNP	2024	CNP_10k_2024.pdf	chunk_7
well_2022_page_133_chunk_1_triplet_15	well	ORG	operates_in	osawatomie , ks	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
rcl_2024_page_84_chunk_2_triplet_17	rcl	ORG	operates_in	other region	GPE	January 2024	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_2
well_2022_page_133_chunk_1_triplet_17	well	ORG	operates_in	overland park , ks	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
well_2022_page_133_chunk_1_triplet_18	well	ORG	operates_in	owasso , ok	GPE	January 2022	December 2022	WELL	2022	WELL_10k_2022.pdf	chunk_1
tgna_2015_page_9_chunk_1_triplet_3	tgna	ORG	operates_in	local market	GPE	January 2015	December 2015	TGNA	2015	TGNA_10k_2015.pdf	chunk_1
rcl_2021_page_6_chunk_2_triplet_6	rcl	ORG	operates_in	asia/pacific	GPE	January 2021	default_end_timestamp	RCL	2021	RCL_10k_2021.pdf	chunk_2
well_2021_page_120_chunk_4_triplet_1	well	ORG	operates_in	beavercreek , oh	GPE	January 2021	default_end_timestamp	WELL	2021	WELL_10k_2021.pdf	chunk_4
cnp_2023_page_57_chunk_1_triplet_9	cnp	ORG	operates_in	natural gas pipeline	SECTOR	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_1
well_2023_page_137_chunk_1_triplet_65	well	ORG	operates_in	mcmurray , pa	GPE	January 2023	December 2023	WELL	2023	WELL_10k_2023.pdf	chunk_1
cnp_2015_page_46_chunk_1_triplet_8	cnp	ORG	operates_in	electric transmission & distribution	SEGMENT	January 2015	December 2015	CNP	2015	CNP_10k_2015.pdf	chunk_1
well_2020_page_121_chunk_2_triplet_18	well	ORG	operates_in	portage , mi	GPE	default_start_timestamp	default_end_timestamp	WELL	2020	WELL_10k_2020.pdf	chunk_2
